,word,type,v1
525,Aglypha,NNP,Not nouns
526,Aglyphodonta,NNP,Not nouns
527,Aglyphodontia,NNP,Not nouns
528,Agnatha,NNP,"  무악강(無顎綱): 척추동물의 강(綱)의 하나, 상하의 턱이 없는 칠성 장어 따위.  "
529,Agnathostomata,NNP,Not nouns
530,Agnoetae,NNP,Not nouns
531,Agnoete,NNP,Not nouns
532,Agnoetism,NNP,Not nouns
533,Agnoite,NNP,Not nouns
534,Agnostus,NNP,Not nouns
535,Agnotozoic,NNP,Not nouns
536,Agonista,NNP,Not nouns
537,Agonostomus,NNP,Not nouns
538,Agra,NNP,"  아그라 ((인도 중북부의 도시, Taj Mahal의 소재지))  "
539,Agrania,NNP,Not nouns
540,Agrapha,NNP,  성경 외(外)의 그리스도 어록(語䤸)[성언(聖言) 자료].  
541,Agrauleum,NNP,Not nouns
542,Agrilus,NNP,Not nouns
543,Agrimonia,NNP,[생약학]  용아초(龍牙草)  
544,Agriochoeridae,NNP,Not nouns
545,Agriochoerus,NNP,Not nouns
546,Agrionia,NNP,Not nouns
547,Agrionidae,NNP,Not nouns
548,Agriotes,NNP,Not nouns
549,Agriotypidae,NNP,Not nouns
550,Agriotypus,NNP,Not nouns
551,Agromyza,NNP,Not nouns
552,Agromyzidae,NNP,Not nouns
553,Agropyron,NNP,Not nouns
554,Agrostemma,NNP,Not nouns
555,Agrostis,NNP,Not nouns
556,Agrotis,NNP,Not nouns
557,Aguacateca,NNP,Not nouns
558,Agudist,NNP,Not nouns
559,Agyieus,NNP,"[그리스 신화]  아규이에우스: Apollo에 덧붙인 이름, ""god of the streets"" 의 뜻.  "
560,Ah,NNP,Not nouns
561,Ahantchuyuk,NNP,Not nouns
562,Ahepatokla,NNP,Not nouns
563,Ahet,NNP,Not nouns
564,Ahir,NNP,  (인도에서) 소를 기르거나 우유를 짜는 직업의 계급(caste)에 속하는 사람.  
565,Ahmadiya,NNP,"[이슬람교]  아하마디아 운동: 1889년 인도의 아하마드(Ahmad)가 시작한 이슬람교 내부에 영적인 개혁을 일으키려고 한 운동, 그리스도교와 이슬람교를 절충한 것, Qadianis와 Lahore party의 두 파가 있다, Punjab 지방에...  "
566,Ahmed,NNP,Not nouns
567,Ahmet,NNP,Not nouns
568,Ahnfeltia,NNP,"  안펠트 해초 Ahnfeltia plicata: 홍조(紅藻)류의 일종; 북미와 유럽 연안에서 볼 수 있고, 가지가 갈색이며 풀숲 상태를 이루는 것이 특징.  "
569,Ahom,NNP,  아홈 말: Assam 지방의 언어로 지금은 소멸된 Thai어의 일종.  
570,Ahousaht,NNP,Not nouns
571,Ahrendahronon,NNP,Not nouns
572,Ahriman,NNP,[조로아스터교]  아리만 ((암흑과 악의 신))  
573,Ahrimanian,NNP,Not nouns
574,Aht,NNP,Not nouns
575,Ahtena,NNP,Not nouns
576,Aias,NNP,[그리스신화]  (=AJAX)  
577,Aiawong,NNP,Not nouns
578,Aidenn,NNP,Not nouns
579,Aides,NNP,Not nouns
580,Aigialosauridae,NNP,Not nouns
581,Aigialosaurus,NNP,Not nouns
582,Ailanthus,NNP,[식물]  가죽나무속(屬)의 식물  
583,Aileen,NNP,  여자 이름 ((Helen의 아일랜드 어형))  
584,Ailie,NNP,"  여자 이름((Alison, Alice, Helen의 애칭)).  "
585,Ailuridae,NNP,Not nouns
586,Ailuroidea,NNP,Not nouns
587,Ailuropoda,NNP,Not nouns
588,Ailuropus,NNP,Not nouns
589,Ailurus,NNP,Not nouns
590,Aimak,NNP,"  아이맥: 원래는 몽고에서 일정한 유목지(遊牧地)를 공유하는 사회 집단, 현재는 몽고 인민 공화국의 최고 행정 구획의 명칭.  "
591,Aimee,NNP,  여자 이름  
592,Aimore,NNP,Not nouns
593,Ainu,NNP,"  아이누 사람, [U] 아이누 말      2.    [형용사]  아이누 사람[말]의  "
594,Aira,NNP,Not nouns
595,Airedale,NNP,  에어데일(짙은 색깔의 털에 덩치가 큰 테리어종 개)  
596,Aissaoua,NNP,Not nouns
597,Aissor,NNP,Not nouns
598,Aistopoda,NNP,Not nouns
599,Aistopodes,NNP,Not nouns
600,Aitkenite,NNP,Not nouns
601,Aitutakian,NNP,Not nouns
602,Aix,NNP,"  엑스, 엑상프로방스(프랑스 남동부 Marseilles의 북쪽의 도시)  "
603,Aizoaceae,NNP,Not nouns
604,Aizoon,NNP,Not nouns
605,Ajaja,NNP,Not nouns
606,Ajatasatru,NNP,Not nouns
607,Ajuga,NNP,"  금창초속(屬), 조개나물속: 꿀풀과(科)의 한 속; 자난초(bugle) 따위의 들풀도 포함.  "
608,Aka,NNP,Not nouns
609,Akal,NNP,Not nouns
610,Akali,NNP,Not nouns
611,Akamnik,NNP,Not nouns
612,Akan,NNP,  아칸어(語): 가나 대부분의 지역과 코트디부아르 일부 지역에서 쓰이는 니제르 콩고의 크와(Kwa)어파(語派)에 속...      2.    
613,Akanekunik,NNP,Not nouns
614,Akania,NNP,Not nouns
615,Akaniaceae,NNP,Not nouns
616,Akawai,NNP,Not nouns
617,Akebia,NNP,[원예학]  으름(목통)  
618,Akha,NNP,Not nouns
619,Akhissar,NNP,Not nouns
620,Akhlame,NNP,Not nouns
621,Akhmimic,NNP,Not nouns
622,Akim,NNP,  남자 이름.  
623,Akiskemikinik,NNP,Not nouns
624,Akiyenik,NNP,Not nouns
625,Akka,NNP,Not nouns
626,Akkad,NNP,  아카드 ((Nimrod 왕국에 있었던 4도시의 하나))  
627,Akkadian,NNP,"  [U] 아카드 말 ((바빌로니아·아시리아 지방을 포함하는 동부 지방의 셈 어(語))), [C] 아카드 사람      2.    [형용사]  아카드의, 아카드 사람[말]의  "
628,Akkadist,NNP,Not nouns
629,Akontae,NNP,Not nouns
630,Akoulalion,NNP,Not nouns
631,Akra,NNP,Not nouns
632,Akrabattine,NNP,Not nouns
633,Aktistetae,NNP,Not nouns
634,Aktistete,NNP,Not nouns
635,Aktivismus,NNP,Not nouns
636,Aktivist,NNP,  (동독의) 모범 노동자.  
637,Akwapim,NNP,Not nouns
638,Al,NNP,"  남자 이름 ((Albert, Alfred의 애칭))  "
639,Alabama,NNP,"  앨라배마 ((미국 남동부의 주, 略 Ala.))      2.    "
640,Alabaman,NNP,"  앨라배마 주 태생의 사람, 앨라배마 주 거주자, 앨라배마 사람.      2.    [형용사]  앨라배마 주의, 앨라배마[주] 사람의.  "
641,Alabamian,NNP,  Alabama 사람  
642,Alactaga,NNP,Not nouns
643,Aladdin,NNP,  알라딘  
644,Aladdinize,NNP,Not nouns
645,Aladfar,NNP,Not nouns
646,Aladinist,NNP,Not nouns
647,Alain,NNP,  여자 이름. Helen의 별칭.  
648,Alaki,NNP,Not nouns
649,Alala,NNP,Not nouns
650,Alamanni,NNP,Not nouns
651,Alamannian,NNP,Not nouns
652,Alamannic,NNP,Not nouns
653,Alan,NNP,  남자 이름  
654,Alangiaceae,NNP,Not nouns
655,Alangium,NNP,Not nouns
656,Alans,NNP,Not nouns
657,Alarbus,NNP,Not nouns
658,Alaria,NNP,Not nouns
659,Alaric,NNP,  알라리크(c 370-410): 서(西)고트족의 왕으로 410년에 로마를 점령했다.      2.    
660,Alaska,NNP,"  알래스카 ((캐나다 북서부에 있는 미국의 주, 주도 Juneau, 별칭 the Last Frontier, 略 Alas.))  "
661,Alaskan,NNP,  알래스카 사람  
662,Alastair,NNP,  남자 이름.  
663,Alaster,NNP,Not nouns
664,Alauda,NNP,Not nouns
665,Alaudidae,NNP,Not nouns
666,Alaunian,NNP,Not nouns
667,Alawi,NNP,  ALAOUITE  
668,Alb,NNP,  장백의(長白衣: 사제가 입는 흰 천으로 된 긴 옷)  
669,Albainn,NNP,Not nouns
670,Alban,NNP,"  Saint, 성(聖) 알바누스: 3세기의 영국 최초의 순교자.      2.    "
671,Albanenses,NNP,Not nouns
672,Albanensian,NNP,Not nouns
673,Albania,NNP,"  알바니아 ((발칸 반도의 공화국, 수도 Tirana [tirɑ́ːnə]))  "
674,Albanian,NNP,"  알바니아 사람, [U] 알바니아 말  "
675,Albany,NNP,  올버니 (((1) 미국 New York 주의 주도 (2) 미국 Georgia주 남서부의 도시))  
676,Albatros,NNP,Not nouns
677,Alberene,NNP,Not nouns
678,Albert,NNP,  남자 이름      2.    
679,Alberta,NNP,  여자 이름      2.    
680,Albertina,NNP,  여자 이름((애칭 Tina)).  
681,Albertine,NNP,  여자 이름.  
682,Albertinian,NNP,Not nouns
683,Albertist,NNP,  Albertus Magnus의 문인(門人).  
684,Alberto,NNP,  남자 이름. (→ALBERT)  
685,Albi,NNP,"  알비: 프랑스 남부, Tarn 도(道)의 주도(主都); 반(反)로마 교회의 알비파(派)(Albigenses)의 중심지.  "
686,Albian,NNP,Not nouns
687,Albigenses,NNP,  알비주아파(12-13세기에 걸쳐 프랑스 남부의 Albi 지방에서 일어난 반로마 교회파).  
688,Albigensian,NNP,  알비파(派)(Albigenses).      2.    [형용사]  알비파(派)(Albigenses)의.  
689,Albigensianism,NNP,  알비주아 교파 추종.  
690,Albin,NNP,  남자 이름.  
691,Albion,NNP,[문예체]  앨비언(영국이나 잉글랜드를 가리키는 옛 이름)  
692,Albireo,NNP,[천문학]  (별) 알비레오  
693,Albizzia,NNP,[식물]  자귀나무속(屬)(A~)의 각종의 나무.  
694,Albococcus,NNP,Not nouns
695,Alboin,NNP,  알보인(?-573?): 고대 게르만인의 한 종족인 랑고바르드족(族)(Langobards)의 왕(561?-573?).  
696,Albrecht,NNP,  남자 이름. (→ALBERT)  
697,Albright,NNP,Not nouns
698,Albruna,NNP,Not nouns
699,Albuca,NNP,Not nouns
700,Albuginaceae,NNP,Not nouns
701,Albyn,NNP,Not nouns
702,Alca,NNP,Not nouns
703,Alcaaba,NNP,Not nouns
704,Alcae,NNP,Not nouns
705,Alcaic,NNP,Not nouns
706,Alcaligenes,NNP,"[세균]  알칼리게네스균(菌): Alcaligenes속(屬)의 호기성(好氣性) 또는 임의 혐기성(嫌氣性) 간균(稈菌)의 총칭, 인간 또는 다른 척추 동물의 장도(腸道)나 유제품(乳製品)에서 볼 수 있는 비(非)병원성.  "
707,Alcalzar,NNP,Not nouns
708,Alcantara,NNP,Not nouns
709,Alcantarines,NNP,Not nouns
710,Alcedines,NNP,Not nouns
711,Alcedinidae,NNP,Not nouns
712,Alcedininae,NNP,Not nouns
713,Alcedo,NNP,Not nouns
714,Alcelaphus,NNP,Not nouns
715,Alces,NNP,Not nouns
716,Alchemilla,NNP,Not nouns
717,Alchornea,NNP,Not nouns
718,Alcibiadean,NNP,Not nouns
719,Alcicornium,NNP,Not nouns
720,Alcidae,NNP,Not nouns
721,Alcippe,NNP,Not nouns
722,Alcor,NNP,"[천문]  알코르, 시험성(試驗星): 대웅좌(大熊座)(Big Dipper) 중의 작은 별로, 북두칠성의 자루 중간의 미자르(Mizar) 바로 옆에 있는 5등성.  "
723,Alcoran,NNP,[고어]  (=KORAN)  
724,Alcoranic,NNP,Not nouns
725,Alcoranist,NNP,  코란 신봉자  
726,Alcotate,NNP,Not nouns
727,Alcuinian,NNP,Not nouns
728,Alcyonacea,NNP,Not nouns
729,Alcyonaria,NNP,Not nouns
730,Alcyone,NNP,[천문]  황소자리의 3등성  
731,Alcyones,NNP,[천문]  황소자리의 3등성  
732,Alcyoniaceae,NNP,Not nouns
733,Alcyonium,NNP,Not nouns
734,Aldebaran,NNP,[천문]  알데바란 ((황소자리 중의 1등성))  
735,Alderamin,NNP,Not nouns
736,Alderney,NNP,"  올더니 섬 ((영국 해협의)), 올더니종 젖소  "
737,Aldhafara,NNP,Not nouns
738,Aldhafera,NNP,Not nouns
739,Aldine,NNP,  올더스판  
740,Aldrovanda,NNP,Not nouns
741,Aldus,NNP,  남자 이름.  
742,Alea,NNP,"[그리스 신화]  알레아. Athena의 덧붙인 이름, Aleus가 그녀를 위해 건조한 성전(聖殿)에서 유래.      2.    "
743,Alebion,NNP,"[그리스 신화]  알레비온: Poseidon의 아들로, 형제간인 Dercynus와 함께 Hercules가 3두(頭) 3신(身)의 괴물 Geryon으로부터 빼앗은 가축을 훔치려다 살해되었다.  "
744,Aleck,NNP,  남자 이름(Alexander의 애칭)  
745,Alectoria,NNP,Not nouns
746,Alectorides,NNP,Not nouns
747,Alectoris,NNP,Not nouns
748,Alectoromorphae,NNP,Not nouns
749,Alectoropodes,NNP,Not nouns
750,Alectrion,NNP,Not nouns
751,Alectrionidae,NNP,Not nouns
752,Alectryon,NNP,Not nouns
753,Alejandro,NNP,Not nouns
754,Alemanni,NNP,  pl. 알라만족(族) ((4세기경 기록에 나타난 게르만 부족 집단))  
755,Alemannian,NNP,Not nouns
756,Alemannic,NNP,  알라만 말 ((고지(高地) 독일어))      2.    [형용사]  알라만 말[사람]의  
757,Alemannish,NNP,Not nouns
758,Alemite,NNP,Not nouns
759,Alencon,NNP,"  알랑송((프랑스북서부 Orne 주(州)의 도시 , 레이스 산지(產地))).      2.    "
760,Aleochara,NNP,Not nouns
761,Aleppine,NNP,Not nouns
762,Aleppo,NNP,"  알레포: 시리아 서북부의 도시, 고대로부터 아시아와 유럽간의 교역상의 요지. 프랑스 이름은 Alep.  "
763,Alethea,NNP,  여자 이름.  
764,Aletris,NNP,Not nouns
765,Aleurites,NNP,Not nouns
766,Aleurobius,NNP,Not nouns
767,Aleurodes,NNP,Not nouns
768,Aleurodidae,NNP,Not nouns
769,Aleut,NNP,"  알류트 족(族) ((Aleutian 열도·Alaska에 삶)), [U] 알류트 말  "
770,Aleutian,NNP,  (=ALEUT)      3.    
771,Aleutic,NNP,Not nouns
772,Alex,NNP,  남자 이름 ((Alexander의 애칭))  
773,Alexander,NNP,"  남자 이름 ((애칭 Alec(k), Sander, Sandy))      2.    "
774,Alexandra,NNP,"  여자 이름 ((애칭 Sandra, Sandy))  "
775,Alexandreid,NNP,Not nouns
776,Alexandrian,NNP,Not nouns
777,Alexandrianism,NNP,Not nouns
778,Alexandrina,NNP,  여자 이름. Alexandra의 별칭.  
779,Alexandrine,NNP,"  (종종 a-) 〈운율〉 알렉산드르격(格)(의 시)(육각 단장격(六脚短長格)[억양격, 약강격]).      2.    [형용사][운율]  알렉산드르격의, (이집트의) 알렉산드리아(시(市))의.  "
780,Alexas,NNP,Not nouns
781,Alexia,NNP,  여자 이름  
782,Alexian,NNP,[로마 가톨릭 교회]  알렉시오 수도회 회원: 15세기에 Brabant의 Mechlin에 환자 간호를 목적으로 설립된 단체의 회원.  
783,Alexis,NNP,  남자 또는 여자 이름.  
784,Alexius,NNP,Not nouns
785,Aleyrodes,NNP,Not nouns
786,Aleyrodidae,NNP,[농생물학]  가루이과  
787,Alf,NNP,  남자 이름 ((Alfred의 애칭))  
788,Alfirk,NNP,Not nouns
789,Alfred,NNP,  남자 이름 ((애칭 Fred))      2.    
790,Alfreda,NNP,  여자 이름.  
791,Alfur,NNP,Not nouns
792,Alfurese,NNP,Not nouns
793,Alfuro,NNP,Not nouns
794,Algaroth,NNP,Not nouns
795,Algarsife,NNP,Not nouns
796,Algarsyf,NNP,Not nouns
797,Algebar,NNP,Not nouns
798,Algedi,NNP,Not nouns
799,Algenib,NNP,[천문학]  (별) 알게니브  
800,Algerian,NNP,  알제리 사람  
801,Algerine,NNP,"  ALGERIAN, (특히) 페르시아계·아랍계·무어계인 토착의 알제리 사람 ; [a~] 해적(pirate) ; [a~] 알제리 직물((밝...  "
802,Algernon,NNP,  남자 이름.  
803,Algic,NNP,Not nouns
804,Algieba,NNP,Not nouns
805,Algol,NNP,  알골(초기 컴퓨터 언어)  
806,Algoman,NNP,Not nouns
807,Algomic,NNP,Not nouns
808,Algonkian,NNP,Not nouns
809,Algonquian,NNP,"  알곤킨 족 ((캐나다·미국 동부에 사는 북미 원주민)), 알곤킨 족의 사람      2.    "
810,Algonquin,NNP,  알곤킨족[의 사람]: 원래 Ottawa강 연안 및 St. Lawrence강 북부 지류에 따라 살고 있던 북미 인디언.      2.    
811,Algorab,NNP,Not nouns
812,Algores,NNP,Not nouns
813,Algy,NNP,  남자 이름. Algernon의 별칭.  
814,Alhagi,NNP,Not nouns
815,Alhambra,NNP,  [the ~] 알람브라 궁전 ((스페인 Granada에 있는 무어 왕들의 옛 성))  
816,Alhambraic,NNP,Not nouns
817,Alhambresque,NNP,Not nouns
818,Alhena,NNP,Not nouns
819,Alibamu,NNP,Not nouns
820,Alicant,NNP,Not nouns
821,Alice,NNP,"  여자 이름 ((애칭 Allie, Ally [ǽli]))  "
822,Alichino,NNP,Not nouns
823,Alicia,NNP,  여자 이름 ((Alice의 애칭))  
824,Alick,NNP,  남자 이름. Alexander의 별칭.  
825,Alida,NNP,Not nouns
826,Alids,NNP,Not nouns
827,Alikuluf,NNP,Not nouns
828,Alikulufan,NNP,Not nouns
829,Aline,NNP,  여자 이름  
830,Alioth,NNP,[천문]  알리오스: 대웅좌(座)(Ursa Major) 중의 2등성.  
831,Alisma,NNP,[생약학]  택사(澤瀉)  
832,Alismaceae,NNP,Not nouns
833,Alismales,NNP,Not nouns
834,Alismataceae,NNP,Not nouns
835,Alison,NNP,  여자 이름  
836,Alister,NNP,  남자 이름.  
837,Alix,NNP,Not nouns
838,Alkaid,NNP,Not nouns
839,Alkalurops,NNP,Not nouns
840,Alkanna,NNP,"  [植]알칸나속(屬)(지치과(科)), [植·染]ALKANET, [植]BUGLOSS, [植]HENNA  "
841,Alkaphrah,NNP,Not nouns
842,Alkes,NNP,Not nouns
843,Alkoran,NNP,  (=KORAN)  
844,Alkoranic,NNP,Not nouns
845,Allah,NNP,  알라신  
846,Allamanda,NNP,Not nouns
847,Allan,NNP,  남자 이름(cf. ALAN)  
848,Allantoidea,NNP,Not nouns
849,Allasch,NNP,Not nouns
850,Alle,NNP,Not nouns
851,Alleghenian,NNP,Not nouns
852,Allegheny,NNP,"  앨러게이니 강: 미국 New York주 서남부에서 남쪽으로 흘러 Pennsylvania주 서부를 지나, Pittsburgh에서 Monongahela강에 합류하여 Ohio강이 된다; 길이 약 52km.  "
853,Allen,NNP,  남자 이름  
854,Allentiac,NNP,Not nouns
855,Allentiacan,NNP,Not nouns
856,Allhallow,NNP,Not nouns
857,Allhallowtide,NNP,[고어]  Allhallows 의 계절.  
858,Alliaceae,NNP,Not nouns
859,Alliaria,NNP,Not nouns
860,Allie,NNP,Not nouns
861,Allies,NNP,"  동맹국, 동맹자      2.    "
862,Allionia,NNP,Not nouns
863,Allioniaceae,NNP,Not nouns
864,Allium,NNP,[전문 용어]  파속 식물(파·양파·마늘 등)  
865,Allobroges,NNP,Not nouns
866,Allophylus,NNP,Not nouns
867,Allosaurus,NNP,  알로사우루스속의 공룡  
868,Allotheria,NNP,Not nouns
869,Allotriognathi,NNP,Not nouns
870,Allworthy,NNP,Not nouns
871,Ally,NNP,Not nouns
872,Alma,NNP,  여자 이름  
873,Almach,NNP,Not nouns
874,Almain,NNP,Not nouns
875,Alman,NNP,[기계공학]  알만  
876,Almerian,NNP,Not nouns
877,Almida,NNP,Not nouns
878,Almira,NNP,  여자 이름.  
879,Almohad,NNP,  알모하드 왕[조]: 12-13세기에 스페인·북아프리카를 통치한 이슬람 왕[조].  
880,Almohade,NNP,Not nouns
881,Almohades,NNP,Not nouns
882,Almon,NNP,"  알몬 Shorea eximia: 용뇌향과(龍腦香科) 사라수속(沙羅樹屬)의 상록 교목, 필리핀산(産).      2.    "
883,Almoravid,NNP,  알모라비드 왕조[의 사람]: 1056년부터 1147년에 걸쳐 스페인·북아프리카를 통치하던 이슬람 왕조[의 사람].  
884,Almoravide,NNP,Not nouns
885,Almoravides,NNP,Not nouns
886,Almuredin,NNP,Not nouns
887,Alnaschar,NNP,Not nouns
888,Alnascharism,NNP,Not nouns
889,Alnilam,NNP,Not nouns
890,Alnitak,NNP,Not nouns
891,Alnitham,NNP,Not nouns
892,Alnus,NNP,Not nouns
893,Aloadae,NNP,Not nouns
894,Alocasia,NNP,[원예학]  알로카시아  
895,Alois,NNP,"Alois, 하바(1893-1972): 체코슬로바키아의 작곡가.  "
896,Alonso,NNP,"  Alicia(Alicia Ernestina de la Caridad del Cobre Martinez Hoyo), 알론조: 쿠바의 무용가.      2.    "
897,Alonsoa,NNP,Not nouns
898,Alonzo,NNP,  남자 이름.  
899,Alopecias,NNP,Not nouns
900,Alopecurus,NNP,Not nouns
901,Alopias,NNP,Not nouns
902,Alopiidae,NNP,Not nouns
903,Alosa,NNP,Not nouns
904,Alouatta,NNP,Not nouns
905,Aloxite,NNP,[요업공학]  알록사이트  
906,Aloysia,NNP,Not nouns
907,Aloysius,NNP,  남자 이름.  
908,Alpen,NNP,Not nouns
909,Alphard,NNP,[천문학]  알파드(별)  
910,Alphean,NNP,Not nouns
911,Alphecca,NNP,[천문학]  (별) 알페카  
912,Alpheratz,NNP,Not nouns
913,Alphonist,NNP,Not nouns
914,Alphonse,NNP,  남자 이름. (→ALPHONSUS)  
915,Alphonsine,NNP,Not nouns
916,Alphonsism,NNP,Not nouns
917,Alphonso,NNP,  남자 이름.  
918,Alpian,NNP,Not nouns
919,Alpid,NNP,Not nouns
920,Alpine,NNP,  [a~] 고산 식물      4.    
921,Alpinia,NNP,Not nouns
922,Alpiniaceae,NNP,Not nouns
923,Alpinism,NNP,"  [종종 A~] 알프스 등산, (고산의) 등산  "
924,Alpinist,NNP,  (특히 알프스 산을 오르는) 등산가  
925,Alpujarra,NNP,Not nouns
926,Alsatia,NNP,  Alsace의 옛 이름      2.    
927,Alsatian,NNP,  독일 종 셰퍼드 개(흔히 경찰견·맹도견 등으로 훈련함)  
928,Alshain,NNP,Not nouns
929,Alsinaceae,NNP,Not nouns
930,Alsine,NNP,Not nouns
931,Alsophila,NNP,Not nouns
932,Alstonia,NNP,Not nouns
933,Alstroemeria,NNP,Not nouns
934,Altaian,NNP,Not nouns
935,Altaic,NNP,  알타이 어족  
936,Altaid,NNP,Not nouns
937,Altair,NNP,[천문]  견우성 ((독수리자리의 주성(主星)))  
938,Altamira,NNP,  알타미라 ((스페인 북부의 구석기 시대의 동굴 유적))  
939,Alternanthera,NNP,[원예학]  애기색 비름  
940,Alternaria,NNP,[농업]  알터나리아  
941,Althaea,NNP,"[그리스 신화]  알타이아: Oeneus의 아내로, Toxeus, Tydeus, Meleager 및 Deianira의 어머니.  "
942,Althea,NNP,  여자 이름  
943,Altica,NNP,Not nouns
944,Alticamelus,NNP,Not nouns
945,Altingiaceae,NNP,Not nouns
946,Aluco,NNP,Not nouns
947,Aluconidae,NNP,Not nouns
948,Aluconinae,NNP,Not nouns
949,Aludra,NNP,Not nouns
950,Alulim,NNP,Not nouns
951,Alumel,NNP,Not nouns
952,Alumnol,NNP,Not nouns
953,Alundum,NNP,"  알룬둠: 용해된 알루미나가 그 성분으로서, 주로 연마제(硏磨劑)·내화(耐火) 재료용.  "
954,Alur,NNP,Not nouns
955,Alvah,NNP,  남자 이름.  
956,Alvan,NNP,  남자 이름.  
957,Alveolites,NNP,Not nouns
958,Alvin,NNP,  남자 이름      2.    
959,Alvina,NNP,  여자 이름.  
960,Alvissmal,NNP,Not nouns
961,Alya,NNP,Not nouns
962,Alyssum,NNP,  알리숨(겨잣과의 일년초)  
963,Alytes,NNP,Not nouns
964,Amabel,NNP,  여자 이름(애칭 Mab)  
965,Amadi,NNP,Not nouns
966,Amadis,NNP,  (중세 이야기) 아마디스: 기사도의 전형이라고 할 만한 편력(遍歷)의 기사(knight-errant).  
967,Amaethon,NNP,Not nouns
968,Amafingo,NNP,Not nouns
969,Amahuaca,NNP,Not nouns
970,Amakosa,NNP,Not nouns
971,Amalfitan,NNP,"  (이탈리아) 아말피(Amalfi) 사람      2.    [형용사]  (이탈리아) 아말피(Amalfi)의, 아말피 사람의  "
972,Amalings,NNP,Not nouns
973,Amalrician,NNP,Not nouns
974,Amampondo,NNP,Not nouns
975,Amanda,NNP,  여자 이름  
976,Amandus,NNP,Not nouns
977,Amanist,NNP,  아마나회(會)(Amana Church Society)의 회원.  
978,Amanita,NNP,[식물]  광대버섯속(屬)의 독버섯  
979,Amanitopsis,NNP,Not nouns
980,Amapondo,NNP,Not nouns
981,Amara,NNP,  여자 이름.  
982,Amarantaceae,NNP,  비름과(科) Amaranthaceae(or Amarantaceae)의: 맨드라미(cockscomb)·명아주(pigweed)·비름(amaranth) 따위에 관해서 말한다.  
