,original,antonyms
0,arbiter,
1,arbiter,
0,arbitrament,accusation
1,arbitrament,
0,arbitrate,ignore
1,arbitrate,agitate
0,arbitration,disagreement
1,arbitration,indecision
0,arbitrator,
1,arbitrator,
0,arbor,
1,arbor,
0,arboreal,
1,arboreal,
0,arboreta,
1,arboreta,
0,arboretum,
1,arboretum,
0,arboriculture,
1,arboriculture,
0,arc,
1,arc,
0,arca,
1,arca,
0,arcane,common
1,arcane,commonplace
0,arch,amateur
1,arch,auxiliary
0,archaeology,
1,archaeology,
0,archaism,convention
1,archaism,modernity
0,archaize,
1,archaize,
0,archbishop,layman
1,archbishop,layperson
0,archduchess,
1,archduchess,
0,archduke,
1,archduke,
0,archenemy,
1,archenemy,
0,archery,
1,archery,
0,archetypic,
1,archetypic,
0,architect,
1,architect,
0,architectonic,
1,architectonic,
0,archivist,
1,archivist,
0,archness,politeness
1,archness,seriousness
0,arciform,
1,arciform,
0,arcuate,straight
1,arcuate,
0,ardency,apathy
1,ardency,calm
0,ardent,apathetic
1,ardent,calm
0,ardor,apathy
1,ardor,indifference
0,area,
1,area,
0,argentate,black
1,argentate,dark
0,argue,agree
1,argue,concur
0,argufy,make happy
1,argufy,please
0,argument,agreement
1,argument,harmony
0,argumentation,
1,argumentation,
0,argute,blunt
1,argute,dull
0,aria,
1,aria,
0,arid,fertile
1,arid,productive
0,aridity,fecundity
1,aridity,fertility
0,aril,center
1,aril,inside
0,arise,cause
1,arise,disappear
0,aristate,clean-shaven
1,aristate,smooth
0,aristocracy,commoners
1,aristocracy,
0,ark,
1,ark,
0,arm,leg
1,arm,body
0,armada,
1,armada,
0,armament,
1,armament,
0,armamentarium,
1,armamentarium,
0,armchair,
1,armchair,
0,armistice,dispute
1,armistice,fight
0,armlet,
1,armlet,
0,armoire,
1,armoire,
0,armor,
1,armor,
0,armory,
1,armory,
0,army,individual
1,army,whole
0,aroma,odor
1,aroma,stench
0,arousal,destruction
1,arousal,suppression
0,arpeggio,
1,arpeggio,
0,arraign,exculpate
1,arraign,exonerate
0,arrange,destroy
1,arrange,disarrange
0,arrangement,disagreement
1,arrangement,
0,arranger,
1,arranger,
0,array,individual
1,array,one
0,arrayal,concealment
1,arrayal,hiding
0,arrearage,
1,arrearage,
0,arrest,freedom
1,arrest,release
0,arrestation,aid
1,arrestation,assistance
0,arriver,departure
1,arriver,disappearance
0,arrogance,humility
1,arrogance,modesty
0,arrogate,abstain
1,arrogate,give
0,arrow,
1,arrow,
0,arroyo,
1,arroyo,
0,arson,
1,arson,
0,arsonist,
1,arsonist,
0,art,avocation
1,art,entertainment
0,arteriole,
1,arteriole,
0,artery,
1,artery,
0,artful,awkward
1,artful,clumsy
0,arthropod,
1,arthropod,
0,article,
1,article,
0,articulacy,
1,articulacy,
0,articulate,inarticulate
1,articulate,misrepresented
0,articulation,disconnection
1,articulation,
0,artifact,
1,artifact,
0,artifice,honesty
1,artifice,artlessness
0,artificer,apprentice
1,artificer,
0,artificiality,forthrightness
1,artificiality,frankness
0,artillery,
1,artillery,
0,artilleryman,
1,artilleryman,
0,artisanship,avocation
1,artisanship,cause
0,artist,scientist
1,artist,
0,artiste,scientist
1,artiste,
0,arty,
1,arty,
0,asbestos,waterproof
1,asbestos,
0,ascendance,inefficiency
1,ascendance,inferiority
0,ascendancy,disadvantage
1,ascendancy,inferiority
0,ascendency,failure
1,ascendency,subordination
0,ascendent,humble
1,ascendent,inferior
0,ascent,descent
1,ascent,landing
0,ascertain,disprove
1,ascertain,invalidate
0,ascii,
1,ascii,encoded
0,ascot,
1,ascot,
0,ascribe,
1,ascribe,
0,ascription,disclaimer
1,ascription,dishonor
0,asepsis,dirtiness
1,asepsis,filth
0,ash,dark
1,ash,brunet
0,ashake,brave
1,ashake,certain
0,ashen,
1,ashen,
0,asinine,
1,asinine,
0,ask,answer
1,ask,reply
0,askance,
1,askance,
0,asker,
1,asker,
0,aslope,straight
1,aslope,
0,asperity,contentment
1,asperity,courtesy
0,asperser,ally
1,asperser,associate
0,aspersion,adulation
1,aspersion,approval
0,asphyxia,consciousness
1,asphyxia,wakefulness
0,asphyxiate,breathe
1,asphyxiate,loosen
0,aspirant,
1,aspirant,
0,aspiration,apathy
1,aspiration,dislike
0,aspiratory,
1,aspiratory,
0,aspire,dislike
1,aspire,hate
0,aspirer,
1,aspirer,
0,ass,brain
1,ass,genius
0,assail,compliment
1,assail,praise
0,assailer,
1,assailer,
0,assailment,
1,assailment,
0,assassin,victim
1,assassin,
0,assassinate,
1,assassinate,
0,assassination,
1,assassination,
0,assault,retreat
1,assault,
0,assaulter,
1,assaulter,
0,assayer,
1,assayer,
0,assemblage,dispersal
1,assemblage,scattering
0,assembler,
1,assembler,
0,assembly,division
1,assembly,individual
0,assent,disagreement
1,assent,denial
0,assenter,
1,assenter,
0,assertion,denial
1,assertion,rejection
0,assess,aid
1,assess,assist
0,assessment,
1,assessment,
0,assessor,
1,assessor,
0,asset,hindrance
1,asset,hurt
0,assignation,
1,assignation,
0,assimilation,
1,assimilation,
0,assimilatory,
1,assimilatory,
0,assistance,blockage
1,assistance,damage
0,assistant,antagonist
1,assistant,boss
0,associate,enemy
1,associate,foe
0,association,disunion
1,association,separation
0,associative,friendly
1,associative,open
0,assonance,discord
1,assonance,cacophony
0,assort,scatter
1,assort,
0,assortment,
1,assortment,
0,assuage,aggravate
1,assuage,agitate
0,assuetude,disinclination
1,assuetude,dislike
0,assumpsit,
1,assumpsit,
0,assumption,disbelief
1,assumption,fact
0,assurance,denial
1,assurance,breach of promise
0,assure,discourage
1,assure,dissuade
0,assurgent,
1,assurgent,
0,asteism,
1,asteism,
0,asterisk,
1,asterisk,
0,astonishment,calm
1,astonishment,calmness
0,astraddle,
1,astraddle,
0,astragalus,
1,astragalus,
0,astriction,calmness
1,astriction,contentedness
0,astride,
1,astride,
0,astringe,enlarge
1,astringe,expand
0,astringency,kindness
1,astringency,mellowness
0,astringent,bland
1,astringent,kind
0,astrochemist,
1,astrochemist,
0,astrochemistry,
1,astrochemistry,
0,astrography,
1,astrography,
0,astrolithology,
1,astrolithology,
0,astrologer,
1,astrologer,
0,astrology,
1,astrology,
0,astromancer,
1,astromancer,
0,astrometry,
1,astrometry,
0,astronaut,
1,astronaut,
0,astrophysicist,
1,astrophysicist,
0,astucity,dislike
1,astucity,hate
0,astute,foolish
1,astute,idiotic
0,asunder,together
1,asunder,
0,asylum,danger
1,asylum,
0,asymmetry,
1,asymmetry,
0,ataraxia,agitation
1,ataraxia,discontent
0,atavism,
1,atavism,
0,ataxia,arrangement
1,ataxia,calm
0,ate,abstain
1,ate,misunderstand
0,athanasia,
1,athanasia,
0,atheism,belief
1,atheism,trust
0,athenaeum,
1,athenaeum,
0,athetosis,
1,athetosis,
0,athrill,apathetic
1,athrill,depressed
0,atingle,
1,atingle,
0,atoll,
1,atoll,
0,atom,lot
1,atom,whole
0,atomity,
1,atomity,
0,atomization,connection
1,atomization,unification
0,atomology,
1,atomology,
0,atonement,dissatisfaction
1,atonement,
0,atoneness,depression
1,atoneness,despair
0,atop,under
1,atop,
0,atrium,
1,atrium,
0,atrocity,good behavior
1,atrocity,kindness
0,atrophy,ascent
1,atrophy,betterment
0,attach,detach
1,attach,disconnect
0,attache,
1,attache,
0,attack,retreat
1,attack,pull
0,attacker,
1,attacker,
0,attainableness,certainty
1,attainableness,safety
0,attaint,esteem
1,attaint,honor
0,attar,odor
1,attar,stench
0,attempt,retreat
1,attempt,surrender
0,attendance,absence
1,attendance,reality
0,attention,disregard
1,attention,indifference
0,attenuate,aid
1,attenuate,assist
0,attenuation,
1,attenuation,
0,attest,conceal
1,attest,disprove
0,attestation,
1,attestation,
0,attestator,
1,attestator,
0,attester,
1,attester,
0,atticism,bad manners
1,atticism,crudeness
0,attire,
1,attire,
0,attitude,
1,attitude,
0,attitudinizer,
1,attitudinizer,
0,attorney,
1,attorney,
0,attract,bore
1,attract,disenchant
0,attraction,discouragement
1,attraction,repulsion
0,attractivity,repulsion
1,attractivity,ugliness
0,attribute,
1,attribute,
0,attribution,
1,attribution,
0,attrition,building
1,attrition,happiness
0,attune,disarrange
1,attune,disagree
0,atune,disagree
1,atune,disorganize
0,auburn,
1,auburn,
0,auction,
1,auction,
0,auctioneer,customer
1,auctioneer,
0,audacity,cowardice
1,audacity,fear
0,audience,
1,audience,
0,audit,
1,audit,
0,audition,
1,audition,
0,auditor,
1,auditor,
0,auditory,
1,auditory,
0,auger,
1,auger,
0,aught,
1,aught,
0,augment,abridge
1,augment,compress
0,augmentation,compression
1,augmentation,contraction
0,augury,
1,augury,
0,august,undignified
1,august,
0,aunt,
1,aunt,
0,aura,
1,aura,
0,aurify,decrease
1,aurify,harm
0,aurulent,
1,aurulent,
0,auscult,deny
1,auscult,dispute
0,auscultate,ignore
1,auscultate,lose
0,auspex,
1,auspex,
0,auspicate,conceal
1,auspicate,estimate
0,auspice,
1,auspice,
0,austerity,informality
1,austerity,kindness
0,autarchy,democracy
1,autarchy,
0,authentication,
1,authentication,
0,authenticity,inaccuracy
1,authenticity,
0,author,
1,author,
0,authoritarianism,democracy
1,authoritarianism,
0,authority,breach
1,authority,break
0,authorization,disapproval
1,authorization,opposition
0,autist,
1,autist,
0,auto,
1,auto,
0,autobiography,
1,autobiography,
0,autocracy,democracy
1,autocracy,
0,autogiro,
1,autogiro,
0,autograph,
1,autograph,
0,autography,
1,autography,
0,autohypnosis,
1,autohypnosis,
0,autoist,passenger
1,autoist,
0,automat,
1,automat,
0,automaton,
1,automaton,
0,automobile,
1,automobile,
0,autopilot,
1,autopilot,
0,autopsy,
1,autopsy,
0,autosuggestion,information
1,autosuggestion,declaration
0,autumn,spring
1,autumn,
0,avail,inappropriateness
1,avail,
0,availability,closing
1,availability,closure
0,avalanche,
1,avalanche,
0,avenge,cheer
1,avenge,comfort
0,avenger,
1,avenger,
0,avenue,egress
1,avenue,refusal
0,average,abnormal
1,average,extraordinary
0,averse,agreeable
1,averse,friendly
0,aversion,liking
1,aversion,love
0,avert,aid
1,avert,allow
0,aviate,remain
1,aviate,stay
0,aviation,
1,aviation,
0,aviator,
1,aviator,
0,avidity,apathy
1,avidity,coolness
0,avigation,stay
1,avigation,standing
0,avocation,boredom
1,avocation,work
0,avoid,face
1,avoid,meet
0,avoidance,advance
1,avoidance,arrival
0,avoider,hard worker
1,avoider,
0,avoirdupois,
1,avoirdupois,
0,avouchment,denial
1,avouchment,negation
0,avow,conceal
1,avow,condemn
0,awake,ignorant
1,awake,inattentive
0,awaken,bore
1,awaken,calm
0,award,forfeit
1,award,loss
0,awareness,disregard
1,awareness,ignorance
0,awash,
1,awash,
0,awe,disregard
1,awe,expectation
0,awesome,mundane
1,awesome,normal
0,awl,
1,awl,
0,awn,
1,awn,
0,awoke,deaden
1,awoke,go to sleep
0,awreck,healthy
1,awreck,good
0,ax,employ
1,ax,hire
0,axe,join
1,axe,unite
0,axilla,
1,axilla,
0,axillae,
1,axillae,
0,axis,
1,axis,
0,axle,
1,axle,
0,ayah,
1,ayah,
0,aye,nay
1,aye,negative
0,azoic,animate
1,azoic,living
0,azure,
1,azure,
0,ba,
1,ba,
0,baa,
1,baa,
0,babbler,
1,babbler,
0,babe,adult
1,babe,adolescent
0,baboon,
1,baboon,
0,babouche,
1,babouche,
0,babushka,
1,babushka,
0,baby,big
1,baby,enormous
0,babyhood,adolescence
1,babyhood,adulthood
0,baccalaureate,
1,baccalaureate,
0,bacchant,
1,bacchant,
0,bachelor,groom
1,bachelor,husband
0,bacilli,
1,bacilli,
0,bacillus,
1,bacillus,
0,backbiter,ally
1,backbiter,associate
0,backbone,indecision
1,backbone,irresolution
0,backbreaker,easy
1,backbreaker,facile
0,backcap,problem
1,backcap,question
0,backdoor,public
1,backdoor,revealed
0,backdrop,
1,backdrop,
0,backer,antagonist
1,backer,enemy
0,backfire,accomplish
1,backfire,achieve
0,backfiring,accomplish
1,backfiring,achieve
0,background,ignorance
1,background,foreground
0,backset,
1,backset,
0,backside,
1,backside,
0,backslider,adherent
1,backslider,faithful
0,backstage,
1,backstage,
0,backstop,opening
1,backstop,
0,backsword,
1,backsword,
0,backtrack,advance
1,backtrack,remain
0,backup,
1,backup,
0,backward,ahead
1,backward,forward
0,backwater,
1,backwater,
0,bacon,
1,bacon,
0,bactericide,
1,bactericide,
0,bacterium,
1,bacterium,
0,badge,
1,badge,
0,badger,aid
1,badger,delight
0,badgerer,advantage
1,badgerer,blessing
0,badinage,
1,badinage,
0,badland,wetland
1,badland,
0,badness,advantage
1,badness,aid
0,baffle,clarify
1,baffle,clear up
0,bafflement,
1,bafflement,
0,baffler,clarify
1,baffler,clear up
0,bag,
1,bag,
0,baggage,
1,baggage,
0,bagnio,
1,bagnio,
0,baguette,
1,baguette,
0,bail,break
1,bail,
0,bailiff,
1,bailiff,
0,bailsman,
1,bailsman,
0,bairn,adult
1,bairn,
0,bait,discouragement
1,bait,drag
0,baker,
1,baker,
0,bakery,
1,bakery,
0,bakeshop,
1,bakeshop,
0,baksheesh,debt
1,baksheesh,disdain
0,balance,difference
1,balance,disproportion
0,balancer,clod
1,balancer,
0,balcony,
1,balcony,
0,bald,hairy
1,bald,hirsute
0,baldachin,
1,baldachin,
0,balder,hairy
1,balder,hirsute
0,balderdash,sense
1,balderdash,truth
0,bale,
1,bale,
0,baleen,
1,baleen,
0,balefire,
1,balefire,
0,baleful,advantageous
1,baleful,auspicious
0,balk,OK
1,balk,accept
0,balker,OK
1,balker,accept
0,ball,
1,ball,
0,ballad,
1,ballad,
0,balladeer,
1,balladeer,
0,balladist,
1,balladist,
0,ballast,instability
1,ballast,
0,ballerina,
1,ballerina,
0,ballet,
1,ballet,
0,ballista,
1,ballista,
0,ballistae,
1,ballistae,
0,balloon,
1,balloon,
0,ballooning,
1,ballooning,
0,ballot,
1,ballot,
0,balloter,whole
1,balloter,
0,ballroom,
1,ballroom,
0,ballup,
1,ballup,
0,ballyhoo,
1,ballyhoo,
0,balm,
1,balm,
0,balmy,autumnal
1,balmy,cool
0,baloney,truth
1,baloney,
0,balsa,
1,balsa,
0,balsam,
1,balsam,
0,baluster,
1,baluster,
0,balustrade,
1,balustrade,
0,bam,tap
1,bam,
0,bambino,adult
1,bambino,
0,bamboozle,clear up
1,bamboozle,enlighten
0,bamboozlement,honesty
1,bamboozlement,truthfulness
0,banality,coinage
1,banality,nuance
0,band,whole
1,band,
0,bandage,
1,bandage,
0,bandanna,
1,bandanna,
0,bandbox,plain
1,bandbox,unstylish
0,bandeau,whole
1,bandeau,
0,banderole,
1,banderole,
0,bandicoot,
1,bandicoot,
0,bandit,lawman
1,bandit,policeman
0,banditry,
1,banditry,
0,bandog,
1,bandog,
0,bandore,
1,bandore,
0,bandy,
1,bandy,
0,bane,advantage
1,bane,aid
0,bang,slowly
1,bang,
0,banger,
1,banger,
0,bangle,
1,bangle,
0,bani,approval
1,bani,sanction
0,banishment,inclusion
1,banishment,welcoming
0,banister,
1,banister,
0,bank,
1,bank,
0,banker,
1,banker,
0,banking,
1,banking,
0,bankrupt,rich
1,bankrupt,solvent
0,bankruptcy,accomplishment
1,bankruptcy,achievement
0,banner,
1,banner,
0,bannerol,
1,bannerol,
0,banns,divorce
1,banns,
0,banquet,
1,banquet,
0,banshee,living being
1,banshee,
0,bant,compliment
1,bant,develop
0,bantam,big
1,bantam,huge
0,banter,flattery
1,banter,praise
0,banterer,
1,banterer,
0,banty,
1,banty,
0,banzai,
1,banzai,
0,baptism,
1,baptism,
0,baptize,dirty
1,baptize,ignore
0,bar,failure
1,bar,loss
0,barb,kindness
1,barb,praise
0,barbarism,kindness
1,barbarism,niceness
0,barbarity,kindness
1,barbarity,niceness
0,barbate,
1,barbate,
0,barbecue,
1,barbecue,
0,barbel,
1,barbel,
0,barbellate,clean-shaven
1,barbellate,smooth
0,barber,
1,barber,
0,barbershop,
1,barbershop,
0,barbiturate,
1,barbiturate,
0,barbwire,
1,barbwire,
0,bard,
1,bard,
0,bare,clothed
1,bare,covered
0,barebone,
1,barebone,
0,barefoot,shod
1,barefoot,
0,barer,clothed
1,barer,covered
0,barfly,
1,barfly,
0,bargain,disagreement
1,bargain,misunderstanding
0,barge,
1,barge,
0,baritone,mild
1,baritone,weak
0,bark,core
1,bark,
0,barker,listener
1,barker,
0,barley,
1,barley,
0,barm,
1,barm,
0,barmy,
1,barmy,
0,barnacle,
1,barnacle,
0,barnstorm,
1,barnstorm,
0,barnstormer,audience
1,barnstormer,fan
0,barometer,
1,barometer,
0,baron,
1,baron,
0,baronet,commoner
1,baronet,
0,baronial,
1,baronial,
0,baroque,plain
1,baroque,unadorned
0,baroscopic,down-to-earth
1,baroscopic,grounded
0,barouche,
1,barouche,
0,barrack,
1,barrack,
0,barrage,
1,barrage,
0,barratry,obedience
1,barratry,observance
0,barrelet,
1,barrelet,
0,barren,damp
1,barren,fruitful
0,barrer,failure
1,barrer,loss
0,barrette,
1,barrette,
0,barrier,assistance
1,barrier,help
0,barrio,
1,barrio,
0,barrister,
1,barrister,
0,barroom,
1,barroom,
0,barrow,ditch
1,barrow,valley
0,bartender,
1,bartender,
0,barter,keep
1,barter,
0,barterer,buyer
1,barterer,customer
0,bas,
1,bas,
0,basal,
1,basal,
0,basanite,
1,basanite,
0,base,aristocratic
1,base,clean
0,baseborn,
1,baseborn,
0,baseless,called-for
1,baseless,justified
0,basement,attic
1,basement,
0,baseness,morality
1,baseness,goodness
0,basilica,
1,basilica,
0,basilisk,
1,basilisk,
0,basin,increase
1,basin,rise
0,basis,top
1,basis,
0,bask,cover
1,bask,hide
0,basket,
1,basket,
0,basketball,
1,basketball,
0,bass,
1,bass,
0,bassinet,
1,bassinet,
0,bastard,genuine
1,bastard,real
0,bastardism,
1,bastardism,
0,baste,
1,baste,
0,bastille,
1,bastille,
0,bastinado,
1,bastinado,
0,bastion,weak spot
1,bastion,weakness
0,bat,compliment
1,bat,flattery
0,batch,individual
1,batch,one
0,bate,aid
1,bate,assist
0,bateau,
1,bateau,
0,bateaux,
1,bateaux,
0,bath,
1,bath,
0,bathe,dehydrate
1,bathe,dirty
0,bathos,boon
1,bathos,
0,bathrobe,
1,bathrobe,
0,bathroom,
1,bathroom,
0,baton,
1,baton,
0,battalion,
1,battalion,
0,batten,let go
1,batten,loose
0,battercake,
1,battercake,
0,battery,individual
1,battery,one
0,battle,accord
1,battle,ceasefire
0,battleground,
1,battleground,
0,battlement,
1,battlement,
0,battler,ally
1,battler,assistant
0,battleship,
1,battleship,
0,battlewagon,
1,battlewagon,
0,baud,
1,baud,
0,bawdyhouse,
1,bawdyhouse,
0,bawl,be quiet
1,bawl,
0,bay,
1,bay,
0,bayonet,
1,bayonet,
0,bayou,
1,bayou,
0,bazaar,
1,bazaar,
0,bazooka,
1,bazooka,
0,beach,
1,beach,
0,beacon,
1,beacon,
0,bead,
1,bead,
0,beadledom,
1,beadledom,
0,beagle,
1,beagle,
0,beak,
1,beak,
0,beaker,
1,beaker,
0,beaklike,straight
1,beaklike,
0,beam,
1,beam,
0,bean,
1,bean,
0,beanbag,
1,beanbag,
0,beanery,
1,beanery,
0,beanstalk,
1,beanstalk,
0,beard,
1,beard,
0,beardless,furry
1,beardless,hairy
0,beardy,
1,beardy,
0,bearer,receiver
1,bearer,
0,beat,energetic
1,beat,fresh
0,beatification,censure
1,beatification,condemnation
0,beatitude,agitation
1,beatitude,misery
0,beau,enemy
1,beau,
0,beautification,
1,beautification,
0,beautify,decrease
1,beautify,harm
0,beauty,crudeness
1,beauty,inelegance
0,beaux,enemy
1,beaux,
0,bebop,
1,bebop,
0,bechance,stay
1,bechance,stop
0,beck,
1,beck,
0,beckon,repel
1,beckon,repulse
0,becloud,brighten
1,becloud,clarify
0,becross,be happy
1,becross,grin
0,bed,
1,bed,
0,bedamn,
1,bedamn,
0,bedamp,dry
1,bedamp,
0,bedaub,clean
1,bedaub,
0,bedazzle,bore
1,bedazzle,clear up
0,bedazzlement,dullness
1,bedazzlement,darkness
0,bedbug,
1,bedbug,
0,bedchamber,
1,bedchamber,
0,bedeck,mar
1,bedeck,
0,bedevilment,aid
1,bedevilment,comfort
0,bedew,collect
1,bedew,dehydrate
0,bedgown,
1,bedgown,
0,bedim,brighten
1,bedim,clear up
0,bedizenment,decrease
1,bedizenment,plainness
0,bedlam,calm
1,bedlam,calmness
0,bedmate,enemy
1,bedmate,foe
0,bedog,run away
1,bedog,leave alone
0,bedpan,
1,bedpan,
0,bedraggle,push
1,bedraggle,
0,bedrape,disrobe
1,bedrape,open
0,bedridden,healthy
1,bedridden,sound
0,bedrock,top
1,bedrock,
0,bedroll,
1,bedroll,
0,bedroom,
1,bedroom,
0,bedspread,
1,bedspread,
0,bedstand,
1,bedstand,
0,bedtime,
1,bedtime,
0,bee,
1,bee,
0,beef,enervation
1,beef,impotence
0,beefhead,brain
1,beefhead,genius
0,beefiness,idleness
1,beefiness,impotence
0,beefy,frail
1,beefy,skinny
0,beeline,
1,beeline,
0,beer,
1,beer,
0,beet,
1,beet,
0,beetle,
1,beetle,
0,beetler,
1,beetler,
0,befall,stay
1,befall,stop
0,befit,differ
1,befit,disagree
0,befog,brighten
1,befog,illuminate
0,beforehand,
1,beforehand,
0,befoulment,purification
1,befoulment,
0,befriend,block
1,befriend,discourage
0,befuddlement,
1,befuddlement,
0,beg,answer
1,beg,reply
0,begat,halt
1,begat,kill
0,beget,halt
1,beget,kill
0,begetter,destroyer
1,begetter,
0,beggar,
1,beggar,
0,begild,decrease
