Column2,Column1,word,type,v1,v2,v3,v4,v5,반의어,v6,동의어
184,208,audiogram,NNS,"[의학]  오디오그램, 청력도  ","  오디오그램, 청력도  ","  오디오그램, 청력도  ","  오디오그램, 청력도  ","오디오그램, 청력도",,"오디오그램, 청력도",#NUM!
185,209,aughtlins,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
186,210,auletes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
187,211,auletrides,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
188,212,aureus,NNS,아우레우스 ((고대 로마의 금화)),아우레우스 ((고대 로마의 금화)),아우레우스 ((고대 로마의 금화)),아우레우스 ((고대 로마의 금화)),아우레우스 ,,아우레우스 ,#NUM!
189,213,auspices,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
190,214,autocomplexes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
191,215,autoecholalia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
192,216,autogamy,NNS,"  [U] [동물] 자가 생식, [식물] 자화 수분  ","[U] [동물] 자가 생식, [식물] 자화 수분  ","[U] [동물] 자가 생식, [식물] 자화 수분  ","[U] [동물] 자가 생식, [식물] 자화 수분  ", 자화 수분,, 자화 수분,#NUM!
193,217,automata,NNS,AUTOMATON의 복수,AUTOMATON의 복수,AUTOMATON의 복수,AUTOMATON의 복수,AUTOMATON의 복수,,AUTOMATON의 복수,#NUM!
194,218,avens,NNS,[식물]  뱀무,  뱀무,  뱀무,  뱀무,뱀무,,뱀무,#NUM!
195,219,aviatrices,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
196,221,avives,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
197,222,axes,NNS,AX(E)의 복수,AX(E)의 복수,AX(E)의 복수,AX(E)의 복수,AX의 복수,,AX의 복수,#NUM!
198,223,axilemmata,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
199,224,axiom,NNS,"[격식]  자명한 이치, 공리, 격언  ","  자명한 이치, 공리, 격언  ","  자명한 이치, 공리, 격언  ","  자명한 이치, 공리, 격언  ","자명한 이치, 공리, 격언",,"자명한 이치, 공리, 격언",#NUM!
200,225,axogamy,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
201,226,azoturia,NNS,[병리]  질소뇨(증) ((오줌 속의 질소 화합물이 많아지는 병)),  질소뇨(증) ((오줌 속의 질소 화합물이 많아지는 병)),  질소뇨(증) ((오줌 속의 질소 화합물이 많아지는 병)),  질소뇨(증) ((오줌 속의 질소 화합물이 많아지는 병)),질소뇨,,질소뇨,#NUM!
202,228,azyme,NNS,무교병(無酵餠) ((유대교도가 유월절에 먹는 누룩을 넣지 않은 빵)),무교병(無酵餠) ((유대교도가 유월절에 먹는 누룩을 넣지 않은 빵)),무교병(無酵餠) ((유대교도가 유월절에 먹는 누룩을 넣지 않은 빵)),무교병(無酵餠) ((유대교도가 유월절에 먹는 누룩을 넣지 않은 빵)),무교병,,무교병,#NUM!
203,229,backlands,NNS,"  pl. 오지, 벽지  ","pl. 오지, 벽지  ","pl. 오지, 벽지  ","pl. 오지, 벽지  ","pl. 오지, 벽지",,"pl. 오지, 벽지",#NUM!
204,230,backlings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
205,231,backwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
206,232,backwoods,NNS,"  산간벽지, 오지  ","산간벽지, 오지  ","산간벽지, 오지  ","산간벽지, 오지  ","산간벽지, 오지",,"산간벽지, 오지",#NUM!
207,233,bacteria,NNS,"  박테리아, 세균  ","박테리아, 세균  ","박테리아, 세균  ","박테리아, 세균  ","박테리아, 세균",,"박테리아, 세균",#NUM!
208,234,badderlocks,NNS,[식물]  바더록스((유럽에서 생산되는 식용 해조(海藻))).,  바더록스((유럽에서 생산되는 식용 해조(海藻))),  바더록스((유럽에서 생산되는 식용 해조(海藻))),  바더록스((유럽에서 생산되는 식용 해조(海藻))),바더록스,,바더록스,#NUM!
209,236,bagpipes,NNS,백파이프(특히 스코틀랜드에서 연주되는 악기),백파이프(특히 스코틀랜드에서 연주되는 악기),백파이프(특히 스코틀랜드에서 연주되는 악기),백파이프(특히 스코틀랜드에서 연주되는 악기),백파이프,,백파이프,#NUM!
210,237,balaneutics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
211,238,balbuties,NNS,"[의학]  말더듬이, 구음장애(構音障碍)      2.    ","  말더듬이, 구음장애(構音障碍)      2","  말더듬이, 구음장애(構音障碍)      2","  말더듬이, 구음장애(構音障碍)      2","말더듬이, 구음장애 2",,"말더듬이, 구음장애 2",#NUM!
212,239,ballata,NNS,"  넉줄고사리 Davallia ballata: 깃털 모양의 넉줄고사리속(屬) 양치 식물, 아시아 동남부 및 일본산(産).  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
213,240,ballistics,NNS,탄도학,탄도학,탄도학,탄도학,탄도학,,탄도학,#NUM!
214,241,balneotechnics,NNS,"[의학]  온천요양법(溫泉療養法), 찜질요양법(∼療養法)      2.    ","  온천요양법(溫泉療養法), 찜질요양법(∼療養法)      2","  온천요양법(溫泉療養法), 찜질요양법(∼療養法)      2","  온천요양법(溫泉療養法), 찜질요양법(∼療養法)      2",온천요양법 2,,온천요양법 2,#NUM!
215,242,balneotherapeutics,NNS,"[의학]  온천요양법(溫泉療養法), 찜질요양법(∼療養法)      2.    ","  온천요양법(溫泉療養法), 찜질요양법(∼療養法)      2","  온천요양법(溫泉療養法), 찜질요양법(∼療養法)      2","  온천요양법(溫泉療養法), 찜질요양법(∼療養法)      2",온천요양법 2,,온천요양법 2,#NUM!
216,243,balsamina,NNS,[생약학]  급성자(急性子),  급성자(急性子),  급성자(急性子),  급성자(急性子),급성자,,급성자,#NUM!
217,244,barodynamics,NNS,pl. [단수 취급] 중량 역학,pl. [단수 취급] 중량 역학,pl. [단수 취급] 중량 역학,pl. [단수 취급] 중량 역학,pl.  중량 역학,,pl.  중량 역학,#NUM!
218,245,barrabora,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
219,246,barras,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
220,247,barways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
221,248,barytes,NNS,(=barite),(=barite),(=barite),(=barite),,,,#NUM!
222,249,basaltes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
223,250,bases,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
224,251,baudrons,NNS,"  [무관사, 단수 취급] [스코] (작은) 고양이(cat), 들토끼  ","[무관사, 단수 취급] [스코] (작은) 고양이(cat), 들토끼  ","[무관사, 단수 취급] [스코] (작은) 고양이(cat), 들토끼  ","[무관사, 단수 취급] [스코] (작은) 고양이(cat), 들토끼  "," , 들토끼",," , 들토끼",#NUM!
225,252,bayamo,NNS,바야모: 쿠바 남쪽 해안에서 오지(奧地) 산맥으로부터 불어오는 천둥과 번개를 동반하는 세찬 스콜(thundersquall).,Longer,Longer,Longer,Longer,,Longer,#NUM!
226,253,beakermen,NNS,"  (성인) 남자 (→dirty old man, ladies’ man, men’s room)      2.    ",Longer,Longer,Longer,Longer,,Longer,#NUM!
227,254,beanbags,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
228,255,beany,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
229,256,beastlings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
230,257,becomes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
231,258,bedclothes,NNS,이부자리(침대 시트와 커버),이부자리(침대 시트와 커버),이부자리(침대 시트와 커버),이부자리(침대 시트와 커버),이부자리,,이부자리,#NUM!
232,259,bedlids,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
233,260,bedstaves,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
234,261,bedways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
235,262,beechdrops,NNS,너도밤나무 뿌리에 기생하며 녹엽(綠葉)이 없고 키가 작은 개종용의 일년초 Epifagus virginiana.      2.,Longer,Longer,Longer,Longer,,Longer,#NUM!
236,263,beechwoods,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
237,265,beforetimes,NNS,코로나 이전의 시대((원래는 예전을 뜻하는 단어였으나 코로나 유행 이후 코로나 이전의 시대를 지칭하게 됨)),Longer,Longer,Longer,Longer,,Longer,#NUM!
238,266,behears,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
239,267,behooves,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
240,268,bejabers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
241,269,belowstairs,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
242,270,berakah,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
243,271,berigora,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
244,272,berkovets,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
245,273,beryllia,NNS,[원자력공학]  산화베릴륨,  산화베릴륨,  산화베릴륨,  산화베릴륨,산화베릴륨,,산화베릴륨,#NUM!
246,275,beshag,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
247,276,besiren,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
248,277,beslings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
249,278,besoul,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
250,279,betimes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
251,280,betters,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
252,281,Betulites,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
253,282,betweenwhiles,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
254,283,bibbons,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
255,284,bibliotics,NNS,pl. [단수 취급] 필적 감정학,pl. [단수 취급] 필적 감정학,pl. [단수 취급] 필적 감정학,pl. [단수 취급] 필적 감정학,pl.  필적 감정학,,pl.  필적 감정학,#NUM!
256,285,biceps,NNS,이두박근,이두박근,이두박근,이두박근,이두박근,,이두박근,#NUM!
257,288,bimotors,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
258,289,biochemics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
259,290,biodynamics,NNS,"  pl. [단수 취급] 생물 역학, 생체 역학  ","pl. [단수 취급] 생물 역학, 생체 역학  ","pl. [단수 취급] 생물 역학, 생체 역학  ","pl. [단수 취급] 생물 역학, 생체 역학  ","pl.  생물 역학, 생체 역학",,"pl.  생물 역학, 생체 역학",#NUM!
260,291,biogenetics,NNS,pl. [단수 취급] 유전자 공학(genetic engineering),pl. [단수 취급] 유전자 공학(genetic engineering),pl. [단수 취급] 유전자 공학(genetic engineering),pl. [단수 취급] 유전자 공학(genetic engineering),pl.  유전자 공학,,pl.  유전자 공학,#NUM!
261,292,biogeny,NNS,BIOGENESIS,BIOGENESIS,BIOGENESIS,BIOGENESIS,BIOGENESIS,,BIOGENESIS,#NUM!
262,293,biokinetics,NNS,[영양학]  생물 동학(生物動學),  생물 동학(生物動學),  생물 동학(生物動學),  생물 동학(生物動學),생물 동학,,생물 동학,#NUM!
263,294,biolinguistics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
264,295,biomathematics,NNS,pl. [단수 취급] 생물 수학 ((생물 현상에의 수학 응용)),pl. [단수 취급] 생물 수학 ((생물 현상에의 수학 응용)),pl. [단수 취급] 생물 수학 ((생물 현상에의 수학 응용)),pl. [단수 취급] 생물 수학 ((생물 현상에의 수학 응용)),pl.  생물 수학 ,,pl.  생물 수학 ,#NUM!
265,296,biomechanics,NNS,생물[생체] 역학,생물[생체] 역학,생물[생체] 역학,생물[생체] 역학,생물 역학,,생물 역학,#NUM!
266,297,biometrics,NNS,pl. [단수 취급] 생물 측정[통계]학,pl. [단수 취급] 생물 측정[통계]학,pl. [단수 취급] 생물 측정[통계]학,pl. [단수 취급] 생물 측정[통계]학,pl. 학,,pl. 학,#NUM!
267,298,bionomics,NNS,pl. [단수 취급] 생태학(ecology),pl. [단수 취급] 생태학(ecology),pl. [단수 취급] 생태학(ecology),pl. [단수 취급] 생태학(ecology),pl.  생태학,,pl.  생태학,#NUM!
268,299,biophysics,NNS,생물 물리학,생물 물리학,생물 물리학,생물 물리학,생물 물리학,,생물 물리학,#NUM!
269,300,bios,NNS,[컴퓨터]  기본 입출력 시스템,  기본 입출력 시스템,  기본 입출력 시스템,  기본 입출력 시스템,기본 입출력 시스템,,기본 입출력 시스템,#NUM!
270,301,biostatics,NNS,pl. [단수 취급] 생물 정역학(靜力學),pl. [단수 취급] 생물 정역학(靜力學),pl. [단수 취급] 생물 정역학(靜力學),pl. [단수 취급] 생물 정역학(靜力學),pl.  생물 정역학,,pl.  생물 정역학,#NUM!
271,302,biostatistics,NNS,pl. [단수 취급] 생물 통계학,pl. [단수 취급] 생물 통계학,pl. [단수 취급] 생물 통계학,pl. [단수 취급] 생물 통계학,pl.  생물 통계학,,pl.  생물 통계학,#NUM!
272,303,biosystematics,NNS,[생물]  pl. [단수 취급] 종(種)분류학,  pl,  pl,  pl,pl,,pl,#NUM!
273,304,biotechnics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
274,305,biotics,NNS,[영양학]  생명 역학(生命力學),  생명 역학(生命力學),  생명 역학(生命力學),  생명 역학(生命力學),생명 역학,,생명 역학,#NUM!
275,306,bisectrices,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
276,307,bislings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
277,309,bitters,NNS,[약리학]  고미약(苦味藥),  고미약(苦味藥),  고미약(苦味藥),  고미약(苦味藥),고미약,,고미약,#NUM!
278,311,blackeyes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
279,312,blackfellows,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
280,313,blackheads,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
281,314,blas,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
282,315,blindeyes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
283,316,blinks,NNS,[식물]  늪별꽃(=water chickweed)(=bl?nking ch?ckweed).,  늪별꽃(=water chickweed)(=bl?nking ch?ckweed),  늪별꽃(=water chickweed)(=bl?nking ch?ckweed),  늪별꽃(=water chickweed)(=bl?nking ch?ckweed),늪별꽃,,늪별꽃,#NUM!
284,317,blooddrops,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
285,318,bloodybones,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
286,319,bloomers,NNS,[비격식]  (여성용 구식) 속바지      2.,  (여성용 구식) 속바지      2,  (여성용 구식) 속바지      2,  (여성용 구식) 속바지      2, 속바지 2,, 속바지 2,#NUM!
287,321,bluehearts,NNS,[식물]  푸른 꽃이 피는 북미의 현삼과(科)의 다년생초.,  푸른 꽃이 피는 북미의 현삼과(科)의 다년생초,  푸른 꽃이 피는 북미의 현삼과(科)의 다년생초,  푸른 꽃이 피는 북미의 현삼과(科)의 다년생초,푸른 꽃이 피는 북미의 현삼과의 다년생초,,푸른 꽃이 피는 북미의 현삼과의 다년생초,#NUM!
288,323,bluesides,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
289,324,blunks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
290,325,boatfalls,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
291,326,boilerworks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
292,327,bookwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
293,328,bookways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
294,329,boondocks,NNS,"[美  비격식  못마땅함]  벽지, 오지  ","  벽지, 오지  ","  벽지, 오지  ","  벽지, 오지  ","벽지, 오지",,"벽지, 오지",#NUM!
295,330,boots,NNS,[영]  [호칭으로도 쓰임] (호텔의) 구두닦이 ((짐을 나르기도 함)),  [호칭으로도 쓰임,  [호칭으로도 쓰임,  [호칭으로도 쓰임,[호칭으로도 쓰임,,[호칭으로도 쓰임,#NUM!
296,331,Botryomyces,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
297,332,bowbells,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
298,333,bowels,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
299,334,braces,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
300,335,brains,NNS,[식품과학]  뇌,  뇌,  뇌,  뇌,뇌,,뇌,#NUM!
301,336,branchi,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
302,337,breadthriders,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
303,338,breakbones,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
304,339,breards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
305,340,breeches,NNS,(무릎 바로 아래서 여미게 되어 있는) 반바지,(무릎 바로 아래서 여미게 되어 있는) 반바지,(무릎 바로 아래서 여미게 되어 있는) 반바지,(무릎 바로 아래서 여미게 되어 있는) 반바지, 반바지,, 반바지,#NUM!
306,341,breekums,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
307,343,bridgewards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
308,344,briefs,NNS,팬티,팬티,팬티,팬티,팬티,,팬티,#NUM!
309,345,brighteyes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
310,346,brills,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
311,347,broadways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
312,349,bullpates,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
313,350,burnsides,NNS,[미·속어]  pl. (턱수염 없이) 콧수염과 이어진 볼수염,  pl,  pl,  pl,pl,,pl,#NUM!
314,351,butterfingers,NNS,[비격식]  (손에 든) 물건을 잘 떨어뜨리는 사람,  (손에 든) 물건을 잘 떨어뜨리는 사람,  (손에 든) 물건을 잘 떨어뜨리는 사람,  (손에 든) 물건을 잘 떨어뜨리는 사람, 물건을 잘 떨어뜨리는 사람,, 물건을 잘 떨어뜨리는 사람,#NUM!
315,352,butterjags,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
316,353,buttons,NNS,"  (호텔·클럽 등의) 보이, 급사(bellboy, page).  ","(호텔·클럽 등의) 보이, 급사(bellboy, page).  ","(호텔·클럽 등의) 보이, 급사(bellboy, page).  ","(호텔·클럽 등의) 보이, 급사(bellboy, page).  ",.,,.,#NUM!
317,354,buzzies,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
318,355,byrewards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
319,356,cabob,NNS,"[요리]  카바브(=shashlik, SHISHKEBAB) ((양념을 한 작은 고깃점과 야채를 꼬치에 꿰어 구운 것)).  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
320,358,cacogenics,NNS,열생학(劣生學).,열생학(劣生學).,열생학(劣生學).,열생학(劣生學).,열생학.,,열생학.,#NUM!
321,359,caderas,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
322,360,cadrans,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
323,361,calantas,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
324,362,calends,NNS,"  pl. [때로 단수 취급] (고대 로마 달력의) 초하루, 삭일(朔日)  ","pl. [때로 단수 취급] (고대 로마 달력의) 초하루, 삭일(朔日)  ","pl. [때로 단수 취급] (고대 로마 달력의) 초하루, 삭일(朔日)  ","pl. [때로 단수 취급] (고대 로마 달력의) 초하루, 삭일(朔日)  ",pl.  ,,pl.  ,#NUM!
