,Unnamed: 0,1) What happened to the air in the bag after several breaths?,Unnamed: 0,", q41_oxygen, q41_carbon dioxide, q41_moisture, q41_oxygen.1, q41_carbon dioxide.1,q41_Moisture.1"
1090,1090,The oxygen content of the air in the plastic bag decreased and the carbon dioxide content increased.,1090.0,"1127,0,0,0,,,"
1091,1091,Increased carbon dioxide,1091.0,"1128,0,1,0,,,"
1092,1092,Oxygen has been converted into carbon dioxide,1092.0,"1129,1,0,0,,,"
1093,1093,Water droplets have formed.,1093.0,"1130,1,1,0,,,"
1094,1094,Carbon dioxide is mixed in the bag.,1094.0,"1131,1,1,0,,,"
1095,1095,The air is gone and carbon dioxide is filled,1095.0,"1132,0,1,0,,,"
1096,1096,"At first, there was oxygen in the bag, but carbon dioxide is produced by inhaling and breathing",1096.0,"1133,0,1,0,,,"
1097,1097,More carbon atomization,1097.0,"1134,0,1,0,,,"
1098,1098,It'll be white and steamy,1098.0,"1135,0,1,0,,,"
1099,1099,It'll be white and steamy,1099.0,"1136,0,0,0,,,"
1100,1100,full of carbon dioxide,1100.0,"1137,0,0,0,,,"
1101,1101,Oxygen becomes thin and carbon dioxide increases,1101.0,"1138,0,1,0,,,1139,0,0,0,,,"
1102,1102,More carbon dioxide from exhalation.,1102.0,"1140,0,0,0,,,"
1103,1103,It's full of carbon dioxide,1103.0,"1141,0,1,0,,,"
1104,1104,There's less oxygen and more carbon dioxide,1104.0,"1142,0,0,0,,,"
1105,1105,The percentage of carbon dioxide in the bag air has increased.,1105.0,"1143,0,1,0,,,"
1106,1106,Full of carbon dioxide from oxygen,1106.0,"1144,0,1,0,,,"
1107,1107,Circulation,1107.0,"1145,0,1,0,,,"
1108,1108,"Fresh air enters me, carbon dioxide goes out of my body and breathes many times, and then the air in the bag is filled with carbon dioxide.",1108.0,"1146,0,0,0,,,"
1109,1109,"When I breathe in, I breathe in oxygen, I breathe out carbon dioxide and oxygen",1109.0,"1147,1,1,0,,,"
1110,1110,The fraction of oxygen decreases and the fraction of carbon dioxide increases.,1110.0,"1148,1,1,0,,,"
1111,1111,Both inhale oxygen and exhale carbon dioxide when exhale. There will be a lot of carbon dioxide in the air.,1111.0,"1149,0,0,0,,,"
1112,1112,There is a lot of carbon dioxide. Oxygen is reduced.,1112.0,"1150,0,1,0,,,"
1113,1113,The composition of the air changes.,1113.0,"1151,0,1,0,,,"
1114,1114,The specific gravity of carbon dioxide increases and the specific gravity of oxygen decreases.,1114.0,"1152,0,0,0,,,"
1115,1115,Carbon dioxide concentration increases and humidity increases. Oxygen concentration decreases.,1115.0,"1153,0,1,0,,,"
1116,1116,"Reduced oxygen, increased carbon dioxide",1116.0,"1154,1,1,0,,,"
1117,1117,The composition of the air changes.,1117.0,"1155,1,1,0,,,"
1118,1118,"Breathing fills up with carbon dioxide, not oxygen.",1118.0,"1156,0,1,0,,,"
1119,1119,"Oxygen decreases, carbon dioxide increases",1119.0,"1157,1,1,0,,,"
1120,1120,The partial pressure of carbon dioxide has increased.,1120.0,"1158,0,1,0,,,"
1121,1121,The oxygen ratio decreases and the carbon dioxide ratio increases.,1121.0,"1159,0,0,0,,,"
1122,1122,"Because exhalation has a lot of carbon dioxide and less oxygen, the oxygen concentration decreases and the carbon dioxide concentration increases.",1122.0,"1160,0,0,0,,,"
1123,1123,Oxygen concentration decreases and carbon dioxide concentration increases.,1123.0,"1161,0,0,0,,,"
1124,1124,Increased carbon dioxide concentration. the temperature rises a decrease in oxygen concentration,1124.0,"1162,0,0,0,,,"
1125,1125,Oxygen is flowing down. Carbon dioxide increases.,1125.0,"1163,0,0,0,,,"
1126,1126,"The amount of oxygen in the bag decreases, the amount of carbon dioxide increases, and water vapor increases.",1126.0,"1164,0,0,1,,,"
1127,1127,I think the fresh air and carbon dioxide in the bag were mixed.,1127.0,"1165,0,1,0,,,"
1128,1128,"It's getting harder to breathe in and out.""",1128.0,"1166,0,0,0,,,"
1129,1129,Water vapor has formed,1129.0,"1167,0,0,0,,,"
1130,1130,"This excess carbon dioxide is a result, instead of air.",1130.0,"1168,0,0,0,,,1169,0,0,0,,,"
1131,1131,A carbon dioxide and oxygen is gone.,1131.0,"1170,1,1,0,,,"
1132,1132,"In a bag, the oxygen to carbon dioxide.",1132.0,"1171,1,1,0,,,"
1133,1133,"Kim Yeong-cheol, The phone rings at a lot, please.",1133.0,"1172,1,1,0,,,"
1134,1134,Dilatableness,1134.0,"1173,0,0,0,,,"
1135,1135,Which enables jjogeuradeu,1135.0,"1174,0,1,0,,,"
1136,1136,It is growing less and less.,1136.0,"1175,0,0,0,,,"
1137,1137,Full of carbon dioxide and difficult to breathe.,1137.0,"1176,0,0,0,,,"
1138,1138,This excess carbon dioxide is a result.,1138.0,"1177,0,0,0,,,"
1139,1139,Puff.,1139.0,"1178,1,1,0,,,"
1140,1140,This excess carbon dioxide is a result.,1140.0,"1179,0,0,1,,,"
1141,1141,Oxygen is reduced.,1141.0,"1180,0,0,1,,,"
1142,1142,Oxygen and a lot of carbon dioxide reduced.,1142.0,"1181,0,1,0,,,"
1143,1143,Only carbon dioxide and oxygen.,1143.0,"1182,0,1,0,,,"
1144,1144,This excess carbon dioxide is a result.,1144.0,"1183,0,0,0,,,"
1145,1145,Filled with carbon dioxide.,1145.0,"1184,0,0,0,,,"
1146,1146,The oxygen in the bag was converted to carbon dioxide,1146.0,"1185,0,1,0,,,"
1147,1147,It produces a lot of carbon dioxide,1147.0,"1186,0,0,0,,,"
1148,1148,The air in the bag escapes out.,1148.0,"1187,0,0,0,,,"
1149,1149,I don't know,1149.0,"1188,0,1,0,,,"
1150,1150,be filled with carbon dioxide,1150.0,"1189,1,1,0,,,"
1151,1151,I don't know,1151.0,"1190,0,1,0,,,"
1152,1152,I don't know.,1152.0,"1191,0,0,0,,,"
1153,1153,It will be full of carbon dioxide,1153.0,"1192,0,0,0,,,"
1154,1154,It's swelling up,1154.0,"1193,0,0,0,,,"
1155,1155,It will be fogged up with carbon dioxide.,1155.0,"1194,0,1,0,,,"
1156,1156,There is a lot of carbon dioxide has increased,1156.0,"1195,1,0,0,,,"
1157,1157,be full of carbon dioxide,1157.0,"1196,1,1,0,,,"
1158,1158,It's getting full,1158.0,"1197,1,1,0,,,"
1159,1159,Oxygen is gone and carbon dioxide is formed,1159.0,"1198,1,1,0,,,1199,0,0,0,,,"
1160,1160,Oxygen will be mostly converted to carbon dioxide.,1160.0,"1200,0,0,0,,,"
1161,1161,I don't know,1161.0,"1201,0,1,0,,,"
1162,1162,It becomes carbon dioxide.,1162.0,"1202,0,0,0,,,"
1163,1163,be full of carbon dioxide,1163.0,"1203,1,1,0,,,"
1164,1164,It's shrunk,1164.0,"1204,0,0,0,,,"
1165,1165,"As you breathe out carbon dioxide, the air in the bag increases the amount of carbon dioxide you breathe",1165.0,"1205,0,1,0,,,"
1166,1166,Oxygen has decreased and carbon dioxide has increased since the beginning.,1166.0,"1206,1,1,0,,,"
1167,1167,Oxygen has decreased and carbon dioxide has increased since the beginning.,1167.0,"1207,0,0,0,,,"
1168,1168,There is a lot of carbon dioxide in the bag.,1168.0,"1208,0,1,0,,,"
1169,1169,"Oxygen enters the body and emits carbon dioxide, so there will be carbon dioxide in the bag.",1169.0,"1209,1,1,0,,,"
1170,1170,Carbon dioxide has a higher proportion.,1170.0,"1210,0,1,0,,,"
1171,1171,It's getting smaller.,1171.0,"1211,0,1,0,,,"
1172,1172,It's getting bigger,1172.0,"1212,1,1,0,,,"
1173,1173,The air would have gone bad.,1173.0,"1213,0,1,0,,,"
1174,1174,It's getting murky.,1174.0,"1214,0,1,0,,,"
1175,1175,It's getting bigger,1175.0,"1215,0,0,0,,,"
1176,1176,It's getting warm,1176.0,"1216,0,0,0,,,"
1177,1177,"If you inhale the air in the bag, the process of carbon dioxide entering the bag is repeated, so after inhaling several buckets, most of the air in the bag will have carbon dioxide.",1177.0,"1217,0,0,0,,,"
1178,1178,"If you breathe several times, the air in the bag will disappear, and the reason why it disappears is because if you breathe continuously, the air will be inhaled",1178.0,"1218,0,0,0,,,"
1179,1179,"If you breathe several times, the air in the bag will disappear, and the reason why it disappears is because if you breathe continuously, the air will be inhaled",1179.0,"1219,0,0,0,,,"
1180,1180,"""When the air is compressed and bound together, the air is collected and the size of the bag increases",1180.0,"1220,0,0,0,,,"
1181,1181,"If you breathe several times, the air in the bag will disappear, and if you breathe continuously, the air will be consumed.""",1181.0,"1221,0,1,0,,,"
1182,1182,It's getting dirty,1182.0,"1222,0,0,0,,,"
1183,1183,"Originally, people breathe in a plastic bag made of only oxygen, breathe in oxygen, breathe out carbon dioxide, so oxygen disappears from the plastic bag and only carbon dioxide remains, making it frustrating and difficult for people to breathe",1183.0,"1223,0,0,0,,,"
1184,1184,I can't breathe if I do it many times.,1184.0,"1224,0,0,0,,,"
1185,1185,"I can't breathe well because there's a lack of oxygen and a lot of carbon dioxide.""",1185.0,"1225,0,0,1,,,"
1186,1186,The air in the bag that has been breathed several times will disappear and there will be more carbon dioxide because I emit more carbon dioxide than oxygen,1186.0,"1226,0,1,0,,,"
1187,1187,"foul-mouthedAs the air decreases, carbon dioxide cools.",1187.0,"1227,1,1,0,,,"
1188,1188,It's so puffy,1188.0,"1228,0,0,0,,,1229,0,1,0,,,"
1189,1189,"This is because repeated oral respiration does not filter out harmful substances in the air, so it does not protect the neck and lungs.",1189.0,"1230,0,1,0,,,"
1190,1190,I don't know.,1190.0,"1231,1,1,0,,,"
1191,1191,Oxygen has decreased and carbon dioxide has increased.,1191.0,"1232,0,0,0,,,"
1192,1192,The air gets hot and humid.,1192.0,"1233,0,0,0,,,"
1193,1193,The air gets hot and humid,1193.0,"1234,1,1,0,,,"
1194,1194,Because the bag is full of carbon dioxide,1194.0,"1235,0,0,0,,,"
1195,1195,"I think there is more carbon dioxide in the air than oxygen, but maybe not",1195.0,"1236,0,0,0,,,"
1196,1196,It's full now,1196.0,"1237,0,0,0,,,"
1197,1197,It's full now,1197.0,"1238,0,1,0,,,"
1198,1198,an increase in carbon dioxide,1198.0,"1239,0,0,0,,,"
1199,1199,It would have become full,1199.0,"1240,0,0,0,,,"
1200,1200,This is because a lot of public houses have disappeared.,1200.0,"1241,0,0,1,,,"
1201,1201,It's foggy. More carbon dioxide,1201.0,"1242,0,0,0,,,"
1202,1202,This is because oxygen has decreased and carbon dioxide has increased.,1202.0,"1243,0,0,0,,,"
1203,1203,Carbon dioxide concentration intensifies,1203.0,"1244,0,0,0,,,"
1204,1204,I don't know.,1204.0,"1245,0,0,0,,,"
1205,1205,It's getting blurry,1205.0,"1246,0,0,0,,,"
1206,1206,The bag will swell.,1206.0,"1247,0,1,0,,,"
1207,1207,Oxygen in the air was converted into carbon dioxide by inhalation and exhalation.,1207.0,"1248,0,0,0,,,"
1208,1208,Oxygen concentrations drop.,1208.0,"1249,0,0,0,,,"
1209,1209,The proportion of carbon dioxide increases and the proportion of oxygen decreases,1209.0,"1250,1,0,0,,,"
1210,1210,"At first, there would have been oxygen-mixed air, but later it would have breathed several times and increased the percentage of carbon dioxide",1210.0,"1251,0,0,0,,,"
1211,1211,"At first, it was a bag of oxygen, but after a few breaths, carbon dioxide becomes full.",1211.0,"1252,0,0,0,,,"
1212,1212,The bag of cookies is about to swell.,1212.0,"1253,0,0,0,,,"
1213,1213,The bag will be filled with wind,1213.0,"1254,0,0,0,,,"
1214,1214,This is because the air in the bag contains carbon dioxide that is produced when we breathe.,1214.0,"1255,0,0,0,,,"
1215,1215,"As the breathing air gradually accumulated in the bag, there was no more room for air to escape.",1215.0,"1256,0,0,0,,,"
1216,1216,"It's because you drink oxygen when you inhale, but you exhale carbon dioxide when you exhale",1216.0,"1257,0,0,0,,,"
1217,1217,be filled with air,1217.0,"1258,0,1,0,,,1259,0,0,0,,,"
1218,1218,"More carbon dioxide, less carbon",1218.0,"1260,0,0,0,,,"
1219,1219,More carbon dioxide and less oxygen,1219.0,"1261,0,1,0,,,"
1220,1220,It's getting tight,1220.0,"1262,0,0,0,,,"
1221,1221,It is likely to produce carbon dioxide,1221.0,"1263,0,1,0,,,"
1222,1222,The plastic bag will contain more carbon dioxide than oxygen.,1222.0,"1264,0,0,0,,,"
1223,1223,There will be a lot of carbon dioxide,1223.0,"1265,0,0,0,,,"
1224,1224,There will be more carbon dioxide,1224.0,"1266,0,1,0,,,"
1225,1225,Oxygen becomes thin and carbon dioxide becomes high,1225.0,"1267,0,1,0,,,"
1226,1226,The amount of carbon dioxide increases.,1226.0,"1268,0,0,0,,,"
1227,1227,There is a lot of carbon dioxide.,1227.0,"1269,0,0,0,,,"
1228,1228,..,1228.0,"1270,0,0,0,,,"
1229,1229,"Yes, yes, I agree",1229.0,"1271,0,0,0,,,"
1230,1230,The air has escaped,1230.0,"1272,0,1,0,,,"
1231,1231,You're,1231.0,"1273,0,0,0,,,"
1232,1232,M and D,1232.0,"1274,0,0,1,,,"
1233,1233,The air is gone,1233.0,"1275,0,1,0,,,"
1234,1234,Carbon dioxide generation ★★,1234.0,"1276,0,0,0,,,"
1235,1235,I don't know.,1235.0,"1277,0,0,0,,,"
1236,1236,I don't know,1236.0,"1278,0,1,0,,,"
1237,1237,I don't know,1237.0,"1279,0,0,0,,,"
1238,1238,Water is formed,1238.0,"1280,0,0,0,,,"
1239,1239,There is a lot of carbon dioxide.,1239.0,"1281,0,0,0,,,"
1240,1240,"The air was full of oxygen, but it would be full of carbon dioxide",1240.0,"1282,0,0,0,,,"
1241,1241,I don't know.,1241.0,"1283,0,0,0,,,"
1242,1242,carbon dioxide,1242.0,"1284,0,0,0,,,"
1243,1243,There is more carbon dioxide,1243.0,"1285,0,0,0,,,"
1244,1244,Oxygen has decreased and carbon dioxide has increased.,1244.0,"1286,0,0,0,,,"
1245,1245,I don't know,1245.0,"1287,0,1,0,,,"
1246,1246,Bursting,1246.0,"1288,0,1,0,,,1289,0,0,1,,,"
1247,1247,Oxygen is converted into carbon dioxide.,1247.0,"1290,1,1,0,,,"
1248,1248,The air disappears,1248.0,"1291,1,1,0,,,"
1249,1249,I don't know.,1249.0,"1292,0,1,0,,,"
1250,1250,I don't know,1250.0,"1293,1,1,0,,,"
1251,1251,The air turns into carbon dioxide.,1251.0,"1294,0,0,1,,,"
1252,1252,It's swelling,1252.0,"1295,0,1,0,,,"
1253,1253,It's going to get full.,1253.0,"1296,0,0,0,,,"
1254,1254,I think it's going to be warm,1254.0,"1297,1,1,0,,,"
1255,1255,It's because it swells up,1255.0,"1298,0,1,1,,,"
1256,1256,The tree,1256.0,"1299,1,1,0,,,"
1257,1257,It swells up.,1257.0,"1300,1,1,0,,,"
1258,1258,I don't know,1258.0,"1301,0,1,0,,,"
1259,1259,It's going to get full.,1259.0,"1302,1,1,0,,,"
1260,1260,There must have been a lot of carbon dioxide in it.,1260.0,"1303,1,1,0,,,"
1261,1261,The air in the bag has shrunk,1261.0,"1304,1,0,0,,,"
1262,1262,be filled with air,1262.0,"1305,1,1,0,,,"
1263,1263,Oxygen is gone,1263.0,"1306,1,1,0,,,"
1264,1264,It's going to get full.,1264.0,"1307,0,1,0,,,"
1265,1265,I don't know,1265.0,"1308,0,1,0,,,"
1266,1266,I don't know,1266.0,"1309,0,1,0,,,"
1267,1267,I don't know,1267.0,"1310,0,1,0,,,"
1268,1268,Paddle,1268.0,"1311,1,1,0,,,"
1269,1269,I don't know,1269.0,"1312,1,1,0,,,"
1270,1270,I don't know,1270.0,"1313,0,0,0,,,"
1271,1271,It produces carbon dioxide,1271.0,"1314,0,1,0,,,"
1272,1272,I don't know,1272.0,"1315,0,1,0,,,"
1273,1273,Don't know,1273.0,"1316,0,1,0,,,"
1274,1274,carbon dioxide,1274.0,"1317,1,1,0,,,"
1275,1275,I don't know,1275.0,"1318,1,1,0,,,1319,0,1,0,,,"
1276,1276,It turns into carbon dioxide,1276.0,"1320,0,0,0,,,"
1277,1277,I'll put air,1277.0,"1321,1,1,0,,,"
1278,1278,I don't know,1278.0,"1322,1,1,0,,,"
1279,1279,There is a lot of carbon dioxide.,1279.0,"1323,1,1,0,,,"
1280,1280,"There's no air, there's only carbon dioxide",1280.0,"1324,0,1,0,,,"
1281,1281,White steam is forming,1281.0,"1325,1,0,0,,,"
1282,1282,The air is bulky.,1282.0,"1326,0,0,0,,,"
1283,1283,I have no idea.,1283.0,"1327,0,0,0,,,"
1284,1284,The air decreases.,1284.0,"1328,0,0,0,,,"
1285,1285,A lot of air will disappear and only carbon dioxide will remain.,1285.0,"1329,1,1,0,,,"
1286,1286,The air in the bag has decreasedIt's steaming,1286.0,"1330,,,,,,"
1287,1287,More carbon dioxide makes it difficult to breathe.,1287.0,"1331,,,,,,"
1288,1288,A lot of air is gone.,1288.0,"1332,,,,,,"
1289,1289,There's a lot of air out and there's only a little,1289.0,"1333,34.4%,56.2%,9.1%,,,"
1290,1290,The air is gone and only carbon dioxide is left,,
1291,1291,There is less air,,
1292,1292,a lack of air,,
1293,1293,There isn't much air,,
1294,1294,The air seems to have disappeared,,
1295,1295,It becomes difficult to breathe if you do it many times.,,
1296,1296,You can die.,,
1297,1297,The air gets dirty,,
1298,1298,X,,
1299,1299,Carbon Dioxide Increase Oxygen Reduction,,
1300,1300,More carbon dioxide,,
1301,1301,water formation,,
1302,1302,Oxygen has been converted into carbon dioxide,,
1303,1303,Oxygen has decreased and carbon dioxide has increased,,
1304,1304,carbon dioxide in,,
1305,1305,Oxygen disappears and only carbon dioxide fills up,,
1306,1306,Water vapor forms,,
1307,1307,There will be more carbon dioxide,,
1308,1308,I'm piggybacking you,,
1309,1309,"In the bag, oxygen decreases and carbon dioxide increases",,
1310,1310,More water vapor and carbon dioxide,,
1311,1311,The amount of oxygen decreases and the amount of carbon dioxide increases.,,
1312,1312,The amount of oxygen decreases and the amount of carbon dioxide increases,,
1313,1313,The percentage of carbon dioxide is higher,,
1314,1314,Oxygen changes to carbon dioxide due to breathing,,
1315,1315,Oxygen decreases and carbon dioxide increases,,
1316,1316,Oxygen is reduced.,,
1317,1317,"When inhaling, oxygen gas contained in the air is absorbed by cells for use in the body, and exhales to export carbon dioxide, a waste. Therefore, if you continue to inhale and exhale in a sealed bag, the proportion of oxygen in the air in the bag decreases and the proportion of carbon dioxide increases, which will absorb enough oxygen from the body.",,
1318,1318,The amount of oxygen decreases and the amount of carbon dioxide increases.,,
1319,1319,Because it's full of carbon dioxide,,
1320,1320,The bag is full of carbon dioxide.,,
1321,1321,be filled with carbon dioxide,,
1322,1322,Only Co2 will remain.,,
1323,1323,"Oxygen decreases, carbon dioxide increases.",,
1324,1324,"Decreased oxygen concentration, increased carbon dioxide concentration",,
1325,1325,ㄴ and ㅁㅇ,,
1326,1326,It's full of carbon dioxide,,
1327,1327,Full of carbon dioxide,,
1328,1328,contain carbon dioxide,,
1329,1329,It was converted to carbon dioxide from oxygen,,
1330,1330,Oxygen is gone and carbon dioxide is formed.,,
1331,1331,It's full of carbon dioxide.,,
1332,1332,I'll give it a try.,,
1333,1333,"At first, there was a lot of oxygen in the bag, but human breathing reduces oxygen and accumulates carbon dioxide in the bag, reducing the amount of oxygen to breathe.",,
1334,1334,"At first, there was a lot of oxygen in the bag, but due to human breathing, oxygen decreases and carbon dioxide accumulates in the bag, reducing oxygen to breathe.",,
1335,1335,The proportion of oxygen decreases and the proportion of carbon dioxide increases.,,
1336,1336,an increase in carbon dioxide,,
1337,1337,The amount of oxygen has decreased,,
1338,1338,It's getting soft,,
1339,1339,It's shrinking,,
1340,1340,Bigger and bigger,,
1341,1341,Oxygen has decreased and carbon dioxide has increased.,,
1342,1342,The air decreases.,,
1343,1343,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
